,Song Title,Artist,Year,Position
95,Goodbye,Kristinia DeBarge,2009,96
96,Say Hey (I Love You),Michael Franti and Spearhead feat. Cherine Anderson,2009,97
97,Pop Champagne,Jim Jones and Ron Browz feat. Juelz Santana,2009,98
98,Pretty Wings,Maxwell,2009,99
99,Never Say Never,Fray,2009,100
0,TiK ToK,Ke$ha,2010,1
1,Need You Now,Lady Antebellum,2010,2
2,"Hey, Soul Sister",Train,2010,3
3,California Gurls,Katy Perry feat. Snoop Dogg,2010,4
4,OMG,Usher feat. will.i.am,2010,5
5,Airplanes,B.o.B feat. Hayley Williams,2010,6
6,Love The Way You Lie,Eminem feat. Rihanna,2010,7
7,Bad Romance,Lady Gaga,2010,8
8,Dynamite,Taio Cruz,2010,9
9,Break Your Heart,Taio Cruz feat. Ludacris,2010,10
10,Nothin' On You,B.o.B feat. Bruno Mars,2010,11
11,I Like It,Enrique Iglesias feat. Pitbull,2010,12
12,Bedrock,Young Money feat. Lloyd,2010,13
13,In My Head,Jason Derulo,2010,14
14,Rude Boy,Rihanna,2010,15
15,Telephone,Lady Gaga feat. Beyonce,2010,16
16,Teenage Dream,Katy Perry,2010,17
17,Just The Way You Are,Bruno Mars,2010,18
18,Cooler Than Me,Mike Posner,2010,19
19,Imma Be,Black Eyed Peas,2010,20
20,Empire State of Mind,Jay-Z and Alicia Keys,2010,21
21,DJ Got Us Fallin' in Love,Usher feat. Pitbull,2010,22
22,Billionaire,Travie McCoy feat. Bruno Mars,2010,23
23,Not Afraid,Eminem,2010,24
24,Replay,Iyaz,2010,25
25,Sexy Chick,David Guetta feat. Akon,2010,26
26,Breakeven,Script,2010,27
27,Your Love Is My Drug,Ke$ha,2010,28
28,I Gotta Feeling,Black Eyed Peas,2010,29
29,Fireflies,Owl City,2010,30
30,Say Aah,Trey Songz feat. Fabolous,2010,31
31,Find Your Love,Drake,2010,32
32,Alejandro,Lady Gaga,2010,33
33,Ridin' Solo,Jason Derulo,2010,34
34,Just A Dream,Nelly,2010,35
35,How Low,Ludacris,2010,36
36,Like A G6,Far East Movement feat. The Cataracs and Dev,2010,37
37,Carry Out,Timbaland feat. Justin Timberlake,2010,38
38,Haven't Met You Yet,Michael Buble,2010,39
39,Club Can't Handle Me,Flo Rida feat. David Guetta,2010,40
40,Down,Jay Sean feat. Lil Wayne,2010,41
41,Bulletproof,La Roux,2010,42
42,Whatcha Say,Jason Derulo,2010,43
43,Baby,Justin Bieber feat. Ludacris,2010,44
44,Whataya Want From Me,Adam Lambert,2010,45
45,Mine,Taylor Swift,2010,46
46,Only Girl (In The World),Rihanna,2010,47
47,Live Like We're Dying,Kris Allen,2010,48
48,Hard,Rihanna feat. Jeezy,2010,49
49,Young Forever,Jay-Z and Mr. Hudson,2010,50
50,Blah Blah Blah,Ke$ha feat. 3OH!3,2010,51
51,Bottoms Up,Trey Songz feat. Nicki Minaj,2010,52
52,Do You Remember,Jay Sean feat. Sean Paul and Lil Jon,2010,53
53,All The Right Moves,OneRepublic,2010,54
54,According To You,Orianthi,2010,55
55,My Chick Bad,Ludacris feat. Nicki Minaj,2010,56
56,You Belong With Me,Taylor Swift,2010,57
57,Meet Me Halfway,Black Eyed Peas,2010,58
58,Take It Off,Ke$ha,2010,59
59,Over,Drake,2010,60
60,Animal,Neon Trees,2010,61
61,Misery,Maroon 5,2010,62
62,Magic,B.o.B feat. Rivers Cuomo,2010,63
63,Paparazzi,Lady Gaga,2010,64
64,Tie Me Down,New Boyz feat. Ray J,2010,65
65,Your Love,Nicki Minaj,2010,66
66,Party In The U.S.A.,Miley Cyrus,2010,67
67,Deuces,Chris Brown feat. Tyga and Kevin McCall,2010,68
68,3,Britney Spears,2010,69
69,Impossible,Shontelle,2010,70
70,Forever,"Drake feat. Kanye West, Lil Wayne and Eminem",2010,71
71,Two Is Better Than One,Boys Like Girls feat. Taylor Swift,2010,72
72,My First Kiss,3OH!3 feat. Ke$ha,2010,73
73,Already Gone,Kelly Clarkson,2010,74
74,Rock That Body,Black Eyed Peas,2010,75
75,Secrets,OneRepublic,2010,76
76,Naturally,Selena Gomez and The Scene,2010,77
77,Un-Thinkable (I'm Ready),Alicia Keyes,2010,78
78,All I Do Is Win,"DJ Khaled feat. T-Pain, Ludacris, Snoop Dogg and Rick Ross",2010,79
79,I Made It (Cash Money Heroes),"Kevin Rudolf feat. Birdman, Jay Sean, and Lil Wayne",2010,80
80,Stuck Like Glue,Sugarland,2010,81
81,Hey Daddy (Daddy's Home),Usher feat. Plies,2010,82
82,There Goes My Baby,Usher,2010,83
83,Today Was A Fairytale,Taylor Swift,2010,84
84,Say Something,Timbaland feat. Drake,2010,85
85,Sweet Dreams,Beyonce,2010,86
86,Use Somebody,Kings of Leon,2010,87
87,Undo It,Carrie Underwood,2010,88
88,Eenie Meenie,Sean Kingston and Justin Bieber,2010,89
89,Right Above It,Lil Wayne feat. Drake,2010,90
90,The House That Built Me,Miranda Lambert,2010,91
91,If I Die Young,Band Perry,2010,92
92,The Only Exception,Paramore,2010,93
93,American Honey,Lady Antebellum,2010,94
94,King Of Anything,Sara Bareilles,2010,95
95,Life After You,Daughtry,2010,96
96,Smile,Uncle Kraker,2010,97
97,Teach Me How To Dougie,Cali Swag District,2010,98
98,Try Sleeping With A Broken Heart,Alicia Keyes,2010,99
99,"Lover, Lover",Jerrod Niemann,2010,100
0,Rolling In The Deep,Adele,2011,1
1,Party Rock Anthem,LMFAO feat. Lauren Bennett and GoonRock,2011,2
2,Firework,Katy Perry,2011,3
3,E.T.,Katy Perry feat. Kanye West,2011,4
4,Give Me Everything,"Pitbull feat. Ne-Yo, Afrojack and Nayer",2011,5
5,Grenade,Bruno Mars,2011,6
6,F**K You (Forget You),Cee Lo Green,2011,7
7,Super Bass,Nicki Minaj,2011,8
8,Moves Like Jagger,Maroon 5 feat. Christina Aguilera,2011,9
9,Just Can't Get Enough,Black Eyed Peas,2011,10
10,On The Floor,Jennifer Lopez feat. Pitbull,2011,11
11,S&M,Rihanna,2011,12
12,Pumped Up Kicks,Foster The People,2011,13
13,Last Friday Night (T.G.I.F.),Katy Perry,2011,14
14,Just The Way You Are,Bruno Mars,2011,15
15,Tonight (I'm Lovin' You),Enrique Iglesias feat. Ludacris and DJ Frank E,2011,16
16,Raise Your Glass,P!Nk,2011,17
17,Born This Way,Lady Gaga,2011,18
18,F**Kin' Perfect,P!Nk,2011,19
19,What's My Name?,Rihanna feat. Drake,2011,20
20,Look At Me Now,Chris Brown feat. Lil Wayne and Busta Rhymes,2011,21
21,Down On Me,Jeremih feat. 50 Cent,2011,22
22,How To Love,Lil Wayne,2011,23
23,Someone Like You,Adele,2011,24
24,Good Life,OneRepublic,2011,25
25,The Lazy Song,Bruno Mars,2011,26
26,Till The World Ends,Britney Spears,2011,27
27,The Show Goes On,Lupe Fiasco,2011,28
28,The Edge Of Glory,Lady Gaga,2011,29
29,We R Who We R,Ke$Ha,2011,30
30,Black And Yellow,Wiz Khalifa,2011,31
31,Tonight Tonight,Hot Chelle Rae,2011,32
32,Blow,Ke$Ha,2011,33
33,Lighters,Bad Meets Evil feat. Bruno Mars,2011,34
34,If I Die Young,Band Perry,2011,35
35,Stereo Hearts,Gym Class Heroes feat. Adam Levine,2011,36
36,The Time (Dirty Bit),Black Eyed Peas,2011,37
37,Coming Home,Diddy - Dirty Money feat. Skylar Grey,2011,38
38,Hey Baby (Drop It To The Floor),Pitbull feat. T-Pain,2011,39
39,Only Girl (In The World),Rihanna,2011,40
40,6 Foot 7 Foot,Lil Wayne feat. Cory Gunz,2011,41
41,Just A Kiss,Lady Antebellum,2011,42
42,Dirt Road Anthem,Jason Aldean,2011,43
43,Dynamite,Taio Cruz,2011,44
44,No Hands,Waka Flocka Flame feat. Roscoe Dash and Wale,2011,45
45,I Wanna Go,Britney Spears,2011,46
46,I'm On One,"DJ Khaled feat. Drake, Rick Ross and Lil Wayne",2011,47
47,You Make Me Feel...,Cobra Starship feat. Sabi,2011,48
48,Yeah 3x,Chris Brown,2011,49
49,Moment 4 Life,Nicki Minaj feat. Drake,2011,50
50,I Need A Doctor,Dr. Dre feat. Eminem and Skylar Grey,2011,51
51,Just A Dream,Nelly,2011,52
52,Motivation,Kelly Rowland feat. Lil Wayne,2011,53
53,Stereo Love,Edward Maya and Vika Jigulina,2011,54
54,Jar Of Hearts,Christina Perri,2011,55
55,Roll Up,Wiz Khalifa,2011,56
56,Sexy And I Know It,LMFAO,2011,57
57,Rocketeer,Far*East Movement feat. Ryan Tedder,2011,58
58,All Of The Lights,Kanye West,2011,59
59,Hold It Against Me,Britney Spears,2011,60
60,More,Usher,2011,61
61,What The Hell,Avril Lavigne,2011,62
62,Written In The Stars,Tinie Tempah feat. Eric Turner,2011,63
63,Bottoms Up,Trey Songz feat. Nicki Minaj,2011,64
64,DJ Got Us Fallin' In Love,Usher feat. Pitbull,2011,65
65,For The First Time,Script,2011,66
66,Honey Bee,Blake Shelton,2011,67
67,Don't You Wanna Stay,Jason Aldean With Kelly Clarkson,2011,68
68,We Found Love,Rihanna feat. Calvin Harris,2011,69
69,Pretty Girl Rock,Keri Hilson,2011,70
70,You And I,Lady Gaga,2011,71
71,Like A G6,Far*East Movement feat. Cataracs and Dev,2011,72
72,Without You,David Guetta feat. Usher,2011,73
73,Back To December,Taylor Swift,2011,74
74,Teenage Dream,Katy Perry,2011,75
75,Crazy Girl,Eli Young Band,2011,76
76,Cheers (Drink To That),Rihanna,2011,77
77,Who Says,Selena Gomez and The Scene,2011,78
78,Barefoot Blue Jean Night,Jake Owen,2011,79
79,Knee Deep,Zac Brown Band feat. Jimmy Buffett,2011,80
80,Country Girl (Shake It For Me),Luke Bryan,2011,81
81,Remind Me,Brad Paisley With Carrie Underwood,2011,82
82,In The Dark,Dev,2011,83
83,Backseat,New Boyz feat. The Cataracs and Dev,2011,84
84,Headlines,Drake,2011,85
85,Best Thing I Never Had,Beyonce,2011,86
86,Don't Wanna Go Home,Jason Derulo,2011,87
87,Where Them Girls At,David Guetta feat. Flo Rida and Nicki Minaj,2011,88
88,She Ain't You,Chris Brown,2011,89
89,Take A Back Road,Rodney Atkins,2011,90
90,Please Don't Go,Mike Posner,2011,91
91,Sure Thing,Miguel,2011,92
92,Price Tag,Jessie J feat. B.O.B,2011,93
93,God Gave Me You,Blake Shelton,2011,94
94,She Will,Lil Wayne feat. Drake,2011,95
95,Are You Gonna Kiss Me Or Not,Thompson Square,2011,96
96,Animal,Neon Trees,2011,97
97,You And Tequila,Kenny Chesney feat. Grace Potter,2011,98
98,Colder Weather,Zac Brown Band,2011,99
99,My Last,Big Sean feat. Chris Brown,2011,100
0,Somebody That I Used To Know,Gotye feat. Kimbra,2012,1
1,Call Me Maybe,Carly Rae Jepsen,2012,2
2,We Are Young,fun. feat. Janelle Monae,2012,3
3,Payphone,Maroon 5 feat. Wiz Khalifa,2012,4
4,Lights,Ellie Goulding,2012,5
5,Glad You Came,Wanted,2012,6
6,Stronger (What Doesn't Kill You),Kelly Clarkson,2012,7
7,We Found Love,Rihanna feat. Calvin Harris,2012,8
8,Starships,Nicki Minaj,2012,9
9,What Makes You Beautiful,One Direction,2012,10
10,Wild Ones,Flo Rida feat. Sia,2012,11
11,Set Fire To The Rain,Adele,2012,12
12,Sexy And I Know It,LMFAO,2012,13
13,Some Nights,fun.,2012,14
14,Wide Awake,Katy Perry,2012,15
15,Good Feeling,Flo Rida,2012,16
16,Whistle,Flo Rida,2012,17
17,One More Night,Maroon 5,2012,18
18,Drive By,Train,2012,19
19,The Motto,Drake feat. Lil Wayne,2012,20
20,Where Have You Been,Rihanna,2012,21
21,Everybody Talks,Neon Trees,2012,22
22,Take Care,Drake feat. Rihanna,2012,23
23,Titanium,David Guetta feat. Sia,2012,24
24,I Won't Give Up,Jason Mraz,2012,25
25,It Will Rain,Bruno Mars,2012,26
26,Mercy,"Kanye West, Big Sean, Pusha T, 2 Chainz",2012,27
27,Boyfriend,Justin Bieber,2012,28
28,Party Rock Anthem,LMFAO feat. Lauren Bennett and GoonRock,2012,29
29,Too Close,Alex Clare,2012,30
30,Part Of Me,Katy Perry,2012,31
31,"Young, Wild and Free",Snoop Dogg and Wiz Khalifa feat. Bruno Mars,2012,32
32,We Are Never Ever Getting Back Together,Taylor Swift,2012,33
33,As Long as You Love Me,Justin Bieber feat. Big Sean,2012,34
34,Turn Me On,David Guetta feat. Nicki Minaj,2012,35
35,Moves Like Jagger,Maroon 5 feat. Christina Aguilera,2012,36
36,Blow Me (One Last Kiss),P!nk,2012,37
37,Good Time,Owl City and Carly Rae Jepsen,2012,38
38,Give Your Heart A Break,Demi Lovato,2012,39
39,Ni**As In Paris,Jay Z and Kanye West,2012,40
40,The One That Got Away,Katy Perry,2012,41
41,Feel So Close,Calvin Harris,2012,42
42,Someone Like You,Adele,2012,43
43,Scream,Usher,2012,44
44,Rack City,Tyga,2012,45
45,Domino,Jessie J,2012,46
46,Gangnam Style,Psy,2012,47
47,International Love,Pitbull feat. Chris Brown,2012,48
48,Home,Phillip Phillips,2012,49
49,Without You,David Guetta feat. Usher,2012,50
50,Ass Back Home,Gym Class Heroes feat. Neon Hitch,2012,51
51,Wanted,Hunter Hayes,2012,52
52,Drunk On You,Luke Bryan,2012,53
53,No Lie,2 Chainz feat. Drake,2012,54
54,Want U Back,Cher Lloyd,2012,55
55,Don't Wake Me Up,Chris Brown,2012,56
56,Dance (A$$),Big Sean feat. Nicki Minaj,2012,57
57,Springsteen,Eric Church,2012,58
58,Brokenhearted,Karmin,2012,59
59,Not Over You,Gavin DeGraw,2012,60
60,Stereo Hearts,Gym Class Heroes feat. Adam Levine,2012,61
61,Back In Time,Pitbull,2012,62
62,Work Out,J. Cole,2012,63
63,Rumour Has It,Adele,2012,64
64,Let's Go,Calvin Harris feat. Ne-Yo,2012,65
65,Good Girl,Carrie Underwood,2012,66
66,Pontoon,Little Big Town,2012,67
67,Ho Hey,Lumineers,2012,68
68,Paradise,Coldplay,2012,69
69,Blown Away,Carrie Underwood,2012,70
70,Rolling In The Deep,Adele,2012,71
71,Climax,Usher,2012,72
72,"Work Hard, Play Hard",Wiz Khalifa,2012,73
73,Let Me Love You (Until You Learn To Love Yourself),Ne-Yo,2012,74
74,Pound The Alarm,Nicki Minaj,2012,75
75,Come Over,Kenny Chesney,2012,76
76,Heart Attack,Trey Songz,2012,77
77,Drank In My Cup,Kirko Bangz,2012,78
78,Birthday Cake,Rihanna feat. Chris Brown,2012,79
79,So Good,B.o.B,2012,80
80,50 Ways To Say Goodbye,Train,2012,81
81,Red Solo Cup,Toby Keith,2012,82
82,Love You Like A Love Song,Selena Gomez and The Scene,2012,83
83,Turn Up The Music,Chris Brown,2012,84
84,Die Young,Ke$ha,2012,85
85,5 O'Clock,T-Pain feat. Wiz Khalifa and Lily Allen,2012,86
86,A Thousand Years,Christina Perri,2012,87
87,Take A Little Ride,Jason Aldean,2012,88
88,You Da One,Rihanna,2012,89
89,We Run The Night,Havana Brown feat. Pitbull,2012,90
90,It's Time,Imagine Dragons,2012,91
91,Cashin' Out,Ca$h Out,2012,92
92,I Don't Want This Night To End,Luke Bryan,2012,93
93,Diamonds,Rihanna,2012,94
94,Hard To Love,Lee Brice,2012,95
95,Somethin' 'Bout A Truck,Kip Moore,2012,96
96,Adorn,Miguel,2012,97
97,Fly Over States,Jason Aldean,2012,98
98,Even If It Breaks Your Heart,Eli Young Band,2012,99
99,Burn It Down,Linkin Park,2012,100
0,Thrift Shop,Macklemore and Ryan Lewis feat. Wanz,2013,1
1,Blurred Lines,Robin Thicke feat. T.I. and Pharrell,2013,2
2,Radioactive,Imagine Dragons,2013,3
3,Harlem Shake,Baauer,2013,4
4,Can't Hold Us,Macklemore and Ryan Lewis feat. Ray Dalton,2013,5
5,Mirrors,Justin Timberlake,2013,6
6,Just Give Me A Reason,P!nk feat. Nate Ruess,2013,7
7,When I Was Your Man,Bruno Mars,2013,8
8,Cruise,Florida Georgia Line feat. Nelly,2013,9
9,Roar,Katy Perry,2013,10
10,Locked Out Of Heaven,Bruno Mars,2013,11
11,Ho Hey,Lumineers,2013,12
12,Stay,Rihanna feat. Mikky Ekko,2013,13
13,Get Lucky,Daft Punk feat. Pharrell Williams,2013,14
14,Royals,Lorde,2013,15
15,I Knew You Were Trouble,Taylor Swift,2013,16
16,We Can't Stop,Miley Cyrus,2013,17
17,Wrecking Ball,Miley Cyrus,2013,18
18,Wake Me Up!,Avicii,2013,19
19,Suit and Tie,Justin Timberlake feat. Jay Z,2013,20
20,Cups (Pitch Perfect's When I'm Gone),Anna Kendrick,2013,21
21,Holy Grail,Jay Z feat. Justin Timberlake,2013,22
22,Scream and Shout,will.i.am and Britney Spears,2013,23
23,Clarity,Zedd feat. Foxes,2013,24
24,Sail,AWOLNATION,2013,25
25,Don't You Worry Child,Swedish House Mafia feat. John Martin,2013,26
26,Diamonds,Rihanna,2013,27
27,I Love It,Icona Pop feat. Charli XCX,2013,28
28,Safe And Sound,Capital Cities,2013,29
29,Treasure,Bruno Mars,2013,30
30,The Way,Ariana Grande feat. Mac Miller,2013,31
31,Started From The Bottom,Drake,2013,32
32,Come and Get It,Selena Gomez,2013,33
33,"Hold On, We're Going Home",Drake feat. Majid Jordan,2013,34
34,Daylight,Maroon 5,2013,35
35,Feel This Moment,Pitbull feat. Christina Aguilera,2013,36
36,Applause,Lady Gaga,2013,37
37,One More Night,Maroon 5,2013,38
38,Love Me,Lil Wayne feat. Drake and Future,2013,39
39,My Songs Know What You Did In The Dark (Light Em Up),Fall Out Boy,2013,40
40,F**kin Problems,"A$AP Rocky feat. Drake, 2 Chainz and Kendrick Lamar",2013,41
41,Beauty And A Beat,Justin Bieber feat. Nicki Minaj,2013,42
42,Same Love,Macklemore and Ryan Lewis feat. Mary Lambert,2013,43
43,Sweet Nothing,Calvin Harris feat. Florence Welch,2013,44
44,Summertime Sadness,Lana Del Rey and Cedric Gervais,2013,45
45,Home,Phillip Phillips,2013,46
46,It's Time,Imagine Dragons,2013,47
47,Power Trip,J. Cole feat. Miguel,2013,48
48,Girl On Fire,Alicia Keys feat. Nicki Minaj,2013,49
49,Heart Attack,Demi Lovato,2013,50
50,Love Somebody,Maroon 5,2013,51
51,I Will Wait,Mumford and Sons,2013,52
52,Try,P!nk,2013,53
53,Wagon Wheel,Darius Rucker,2013,54
54,Gangnam Style,Psy,2013,55
55,I Need Your Love,Calvin Harris feat. Ellie Goulding,2013,56
56,Die Young,Ke$ha,2013,57
57,Some Nights,fun.,2013,58
58,Bad,Wale feat. Tiara Thomas or Rihanna,2013,59
59,Boys 'Round Here,Blake Shelton feat. Pistol Annies and Friends,2013,60
60,"Gone, Gone, Gone",Phillip Phillips,2013,61
61,Demons,Imagine Dragons,2013,62
62,Counting Stars,OneRepublic,2013,63
63,I Cry,Flo Rida,2013,64
64,Little Talks,Of Monsters And Men,2013,65
65,The Other Side,Jason Derulo,2013,66
66,Berzerk,Eminem,2013,67
67,Catch My Breath,Kelly Clarkson,2013,68
68,Crash My Party,Luke Bryan,2013,69
69,Pour It Up,Rihanna,2013,70
70,22,Taylor Swift,2013,71
71,I Want Crazy,Hunter Hayes,2013,72
72,The Fox,Ylvis,2013,73
73,Best Song Ever,One Direction,2013,74
74,The A Team,Ed Sheeran,2013,75
75,Carry On,fun.,2013,76
76,Highway Don't Care,Tim McGraw with Taylor Swift,2013,77
77,That's My Kind Of Night,Luke Bryan,2013,78
78,Swimming Pools (Drank),Kendrick Lamar,2013,79
79,Sure Be Cool If You Did,Blake Shelton,2013,80
80,#Beautiful,Mariah Carey feat. Miguel,2013,81
81,Troublemaker,Olly Murs feat. Flo Rida,2013,82
82,Body Party,Ciara,2013,83
83,Adorn,Miguel,2013,84
84,Hall Of Fame,Script feat. will.i.am,2013,85
85,Let Me Love You (Until You Learn To Love Yourself),Ne-Yo,2013,86
86,U.O.E.N.O.,Rocko feat. Future and Rick Ross,2013,87
87,Next To Me,Emeli Sande,2013,88
88,Mama's Broken Heart,Miranda Lambert,2013,89
89,It Goes Like This,Thomas Rhett,2013,90
90,Bugatti,Ace Hood feat. Future and Rick Ross,2013,91
91,Wanted,Hunter Hayes,2013,92
92,Downtown,Lady Antebellum,2013,93
93,Get Your Shine On,Florida Georgia Line,2013,94
94,#thatPOWER,will.i.am feat. Justin Bieber,2013,95
95,Brave,Sara Bareilles,2013,96
96,Let Her Go,Passenger,2013,97
97,Runnin' Outta Moonlight,Randy Houser,2013,98
98,I'm Different,2 Chainz,2013,99
99,Still Into You,Paramore,2013,100
0,Happy,Pharrell Williams,2014,1
1,Dark Horse,Katy Perry feat. Juicy J,2014,2
2,All Of Me,John Legend,2014,3
3,Fancy,Iggy Azalea feat. Charli XCX,2014,4
4,Counting Stars,OneRepublic,2014,5
5,Talk Dirty,Jason Derulo feat. 2 Chainz,2014,6
6,Rude,MAGIC!,2014,7
7,All About That Bass,Meghan Trainor,2014,8
8,Problem,Ariana Grande feat. Iggy Azalea,2014,9
9,Stay With Me,Sam Smith,2014,10
10,Timber,Pitbull feat. Ke$ha,2014,11
11,Pompeii,Bastille,2014,12
12,Shake It Off,Taylor Swift,2014,13
13,Am I Wrong,Nico and Vinz,2014,14
14,Turn Down For What,DJ Snake and Lil Jon,2014,15
15,The Monster,Eminem feat. Rihanna,2014,16
16,Say Something,A Great Big World and Christina Aguilera,2014,17
17,Team,Lorde,2014,18
18,Let Her Go,Passenger,2014,19
19,Royals,Lorde,2014,20
20,Let It Go,Idina Menzel,2014,21
21,Wake Me Up!,Avicii,2014,22
22,Demons,Imagine Dragons,2014,23
23,Story Of My Life,One Direction,2014,24
24,Chandelier,Sia,2014,25
25,Black Widow,Iggy Azalea feat. Rita Ora,2014,26
26,Bang Bang,"Jessie J, Ariana Grande & Nicki Minaj",2014,27
27,Latch,Disclosure feat. Sam Smith,2014,28
28,Maps,Maroon 5,2014,29
29,Loyal,Chris Brown feat. Lil Wayne and French Montana or Too $hort or Tyga,2014,30
30,Best Day Of My Life,American Authors,2014,31
31,Habits (Stay High),Tove Lo,2014,32
32,Summer,Calvin Harris,2014,33
33,Boom Clap,Charli XCX,2014,34
34,Drunk In Love,Beyonce feat. Jay Z,2014,35
35,Anaconda,Nicki Minaj,2014,36
36,Break Free,Ariana Grande feat. Zedd,2014,37
37,Bailando,Enrique Iglesias feat. Descemer Bueno and Gente De Zona,2014,38
38,Burn,Ellie Goulding,2014,39
39,Wiggle,Jason Derulo feat. Snoop Dogg,2014,40
40,Rather Be,Clean Bandit feat. Jess Glynne,2014,41
41,Don't Tell 'Em,Jeremih feat. Yg,2014,42
42,Show Me,Kid Ink feat. Chris Brown,2014,43
43,Wrecking Ball,Miley Cyrus,2014,44
44,Not A Bad Thing,Justin Timberlake,2014,45
45,Roar,Katy Perry,2014,46
46,Ain't It Fun,Paramore,2014,47
47,The Man,Aloe Blacc,2014,48
48,This Is How We Roll,Florida Georgia Line feat. Luke Bryan,2014,49
49,Classic,Mkto,2014,50
50,A Sky Full Of Stars,Coldplay,2014,51
51,Don't,Ed Sheeran,2014,52
52,Na Na,Trey Songz,2014,53
53,Hot Boy,Bobby Shmurda,2014,54
54,"Hold On, We're Going Home",Drake feat. Majid Jordan,2014,55
55,Sing,Ed Sheeran,2014,56
56,Radioactive,Imagine Dragons,2014,57
57,My Hitta,Yg feat. Jeezy and Rich Homie Quan,2014,58
58,Cool Kids,Echosmith,2014,59
59,Hey Brother,Avicii,2014,60
60,Trumpets,Jason Derulo,2014,61
61,Animals,Maroon 5,2014,62
62,Burnin' It Down,Jason Aldean,2014,63
63,Play It Again,Luke Bryan,2014,64
64,2 On,Tinashe feat. Schoolboy Q,2014,65
65,Dirt,Florida Georgia Line,2014,66
66,Love Runs Out,OneRepublic,2014,67
67,Bottoms Up,Brantley Gilbert,2014,68
68,Shower,Becky G,2014,69
69,Me And My Broken Heart,Rixton,2014,70
70,Animals,Martin Garrix,2014,71
71,Lifestyle,Rich Gang feat. Young Thug and Rich Homie Quan,2014,72
72,American Kids,Kenny Chesney,2014,73
73,Brave,Sara Bareilles,2014,74
74,Sweater Weather,The Neighbourhood,2014,75
75,Leave The Night On,Sam Hunt,2014,76
76,New Flame,Chris Brown feat. Usher and Rick Ross,2014,77
77,Love Never Felt So Good,Michael Jackson and Justin Timberlake,2014,78
78,Drunk On A Plane,Dierks Bentley,2014,79
79,Birthday,Katy Perry,2014,80
80,Bartender,Lady Antebellum,2014,81
81,La La La,Naughty Boy feat. Sam Smith,2014,82
82,Blurred Lines,Robin Thicke feat. T.I. and Pharrell,2014,83
83,Do What U Want,Lady Gaga feat. R. Kelly,2014,84
84,Can't Remember To Forget You,Shakira feat. Rihanna,2014,85
85,Amnesia,5 Seconds Of Summer,2014,86
86,No Mediocre,T.I. feat. Iggy Azalea,2014,87
87,Come With Me Now,Kongos,2014,88
88,Believe Me,Lil Wayne feat. Drake,2014,89
89,23,"Mike Will Made-It feat. Miley Cyrus, Wiz Khalifa and Juicy J",2014,90
90,Beachin',Jake Owen,2014,91
91,White Walls,Macklemore & Ryan Lewis feat. Schoolboy Q and Hollis,2014,92
92,She Looks So Perfect,5 Seconds Of Summer,2014,93
93,Stay The Night,Zedd feat. Hayley Williams,2014,94
94,Partition,Beyonce,2014,95
95,Studio,Schoolboy Q feat. BJ The Chicago Kid,2014,96
96,0 To 100 / The Catch Up,Drake,2014,97
97,I Don't Dance,Lee Brice,2014,98
98,Somethin' Bad,Miranda Lambert and Carrie Underwood,2014,99
99,Adore You,Miley Cyrus,2014,100
0,Uptown Funk!,Mark Ronson feat. Bruno Mars,2015,1
1,Thinking Out Loud,Ed Sheeran,2015,2
2,See You Again,Wiz Khalifa feat. Charlie Puth,2015,3
